Kod_TERYT;nazwa_samorządu;Województwo;Powiat;typ_JST;nazwa_urzędu_JST;miejscowość;Kod pocztowy;poczta;Ulica;Nr domu;telefon-kierunkowy;telefon;wewnętrzny;fax-kierunkowy;FAX;stanowisko;Imię;Nazwisko;ogólny adres mail'owy gminy/powiatu/województwa;adres www jednostki;Kategoria gminy
0602062;Goraj;lubelskie;Biłgorajski;GW;Urząd Gminy Goraj;Goraj;23-450;Goraj;Bednarska;1;(84);685-80-02;;(84);685-81-18;Wójt;Antoni;Łukasik;poczta@goraj.eurzad.eu;www.goraj.eurzad.eu;5
0603011;Rejowiec Fabryczny;lubelskie;chełmski;GM;Urząd Miasta Rejowiec Fabryczny;Rejowiec Fabryczny;22-170;Rejowiec Fabryczny;ul. Lubelska;16;(82);566-32-77;;(82);566-47-28;Burmistrz;Stanisław;Bodys;info@rejowiec.pl;www.rejowiec.pl;5
0603052;Dubienka;lubelskie;chełmski;GW;Urząd Gminy Dubienka;Dubienka;22-145;Dubienka;ul. 3 Maja;6;(82);566-80-02;;(82);566-80-02;Wójt;Waldemar;Domański;gmina@dubienka.eurzad.eu;www.dubienka.lubelskie.pl;5
0603092;Ruda-Huta;lubelskie;chełmski;GW;Urząd Gminy Ruda-Huta;Ruda-Huta;22-110;Ruda-Huta;ul. Niepodległości;44;(82);568-60-33;;(82);568-60-33;Wójt;Kazimierz;Smal;sekretariat@rudahuta.pl;www.ruda-huta.home.pl;5
0603132;Wojsławice;lubelskie;chełmski;GW;Urząd Gminy Wojsławice;Wojsławice;22-120;Wojsławice;Rynek;30;(82);566-91-02;;(82);566-91-02;Wójt;Henryk;Gołębiowski;gmina@wojslawice.eurzad.eu;http://www.wojslawice.eurzad.eu/;5
0605012;Batorz;lubelskie;janowski;GW;Urząd Gminy Batorz;Batorz;23-320;Batorz;ul. Batorz;52A;(15);874-51-38;;(15);874-51-32;Wójt;Henryk;Michałek;Sekretariat@Batorz.Gmina.pl;www.batorz.gmina.pl;5
0608032;Firlej;lubelskie;lubartowski;GW;Urząd Gminy Firlej;Firlej;21-136;Firlej;ul. Rynek;1;(81);857-50-41;11;(81);857-50-81;Wójt;Sławomir;Cieszko;sekretariat@firlej.pl;www.firlej.pl;5
0608042;Jeziorzany;lubelskie;lubartowski;GW;Urząd Gminy Jeziorzany;Jeziorzany;21-146;Jeziorzany;ul. Rynek;22;(81);857-80-01;;(81);857-80-02;Wójt;Jarosław;Radomski;gmina.jeziorzany@jeziorzany.eu;www.jeziorzany.eu;5
0608063;Kock;lubelskie;lubartowski;GMW;Urząd Miejski w Kocku;Kock;21-150;Kock;ul. Jana Pawła II;29;(81);859-10-04;;(81);859-10-59;Burmistrz;Tomasz;Futera;kock@kock.pl;www.kock.pl;5
0608092;Niedźwiada;lubelskie;lubartowski;GW;Urząd Gminy Niedźwiada;Niedźwiada;21-104;Niedźwiada;Niedźwiada;43;(81);851-20-04;;(81);464-32-79;Wójt;Janusz;Marzęda;poczta@niedzwiada.pl;www.niedzwiada.pl;5
0608103;Ostrów Lubelski;lubelskie;lubartowski;GMW;Urząd Miejski Ostrów Lubelski;Ostrów Lubelski;21-110;Ostrów Lubelski;ul. Partyzantów;1;(81);852-00-03;;(81);852-06-42;Burmistrz;Józef;Gruszczyk;ostrowlubelski@lubelskie.pl;www.ostrowlubelski.pl;5
0608112;Ostrówek;lubelskie;lubartowski;GW;Urząd Gminy Ostrówek;Ostrówek;21-102;Ostrówek;Ostrówek-Kolonia;32;(81);856-20-02;;(81);856-20-02;Wójt;Tomasz;Piecak;sekretariat@ostrowek.pl;www.ostrowek.lubelskie.pl;5
0608132;Uścimów;lubelskie;lubartowski;GW;Urząd Gminy Uścimów;Uścimów;21-109;Uścimów;Stary Uścimów;37;(81);852-30-45;;(81);852-30-45;Wójt;Stanisław;Wołoszkiewicz;uscimow@lubelskie.pl;www.uscimow.org.pl;5
0609092;Krzczonów;lubelskie;lubelski;GW;Urząd Gminy Krzczonów;Krzczonów;23-110;Krzczonów;Spokojna;7;(81);566-40-51;;(81);566-40-93;Wójt;Katarzyna;Bryda;sekretariat@krzczonow.mbnet.pl;www.krzczonow.lubelskie.pl;5
0610022;Ludwin;lubelskie;łęczyński;GW;Urząd Gminy Ludwin;Ludwin;21-075;Ludwin;Ludwin;;(81);757-09-01;;(81);757-00-28;Wójt;Andrzej;Chabros;ludwin@lubelskie.pl;http://www.ludwin.powiatleczynski.pl/;5
0611062;Serokomla;lubelskie;łukowski;GW;Urząd Gminy Serokomla;Serokomla;21-413;Serokomla;ul. Warszawska;21;(25);755-45-02;;(25);755-45-02;Wójt;Piotr;Chaber;sekretariat@gminaserokomla.pl;www.serokomla.asi.pl;5
0612042;Łaziska;lubelskie;opolski;GW;Urząd Gminy Łaziska;Łaziska;24-335;Łaziska;Łaziska;;(81);827-69-20;;(81);827-69-36;Wójt;Roman;Radzikowski;sekretariat@gminalaziska.pl;www.gminalaziska.pl;5
0613012;Dębowa Kłoda;lubelskie;parczewski;GW;Urząd Gminy Dębowa Kłoda;Dębowa Kłoda;21-211;Dębowa Kłoda;Dębowa Kłoda;116A;(83);355-70-08;;(83);355-70-44;Wójt;Radosław;Kozak;sekretariat.debowa@vp.pl;www.debowa-kloda.bip.lublin.pl;5
0613062;Siemień;lubelskie;parczewski;GW;Urząd Gminy Siemień;Siemień;21-220;Siemień;ul. Stawowa;1B;(83);354-70-01;;(83);354-70-01;Wójt;Stanisław;Dawidek;urzad@siemien.pl;www.siemien.pl;5
0614043;Kazimierz Dolny ;lubelskie ;puławski ;GMW;Urząd Miasta w Kazimierzu Dolnym;Kazimierz Dolny ;24-120;Kazimierz Dolny ;ul. Senatorska ;5;(81);881-02-12;;(81);881-02-13;Burmistrz;Andrzej;Pisula;um@umkd.pl;http://www.kazimierzdolny.bip.net.pl/;5
0615032;Czemierniki;lubelskie;radzyński;GW;Urząd Gminy Czemierniki;Czemierniki;21-306;Czemierniki;ul. Zamkowa;9;(83);351-34-48;21;(83);351-30-31;Wójt;Krystyna;Dobrowolska;gmina@czemierniki.eu;www.czemierniki.eu;5
0616032;Nowodwór;lubelskie;rycki;GW;Urząd Gminy Nowodwór;Nowodwór;08-503;Nowodwór;Nowodwór;71A;(81);866-10-18;;(81);866-10-19;Wójt;Ryszard;Piotrowski;sekretariat@nowodwor.eurzad.eu;http://www.bip.lublin.pl;5
0616062;Ułęż;lubelskie;rycki;GW;Urząd Gminy Ułęż;Ułęż;08-504;Ułęż;Ułęż;168;(81);866-70-04;;(81);866-70-28;Wójt;Krzysztof Józef;Olszak;gmina@ulez.eurzad.eu;http://www.ulez.eurzad.eu/;5
0617042;Rybczewice;lubelskie;świdnicki;GW;Urząd Gminy Rybczewice;Rybczewice Drugie;21-065;Rybczewice;Rybczewice Drugie;119;(81);584-44-61;;(81);584-44-74;Wójt;Elżbieta;Masicz;urzad@rybczewice.pl;www.rybczewice.pl;5
0617052;Trawniki;lubelskie;świdnicki;GW;Urząd Gminy Trawniki;Trawniki;21-044;Trawniki;Trawniki;605;(81);585-60-18;;(81);585-60-18;Wójt;Jerzy;Szpakowski;trawniki@trawniki.pl;www.trawniki.pl;5
0618042;Krynice;lubelskie;tomaszowski;GW;Urząd Gminy Krynice;Krynice;22-610;Krynice;Krynice;;(84);663-02-25;;(84);663-02-25;Wójt;Janusz;Bałabuch;ugkrynice@krynice.com.pl;www.krynice.com.pl;5
0618082;Susiec;lubelskie;tomaszowski;GW;Urząd Gminy Susiec;Susiec;22-672;Susiec;ul. Tomaszowska;2;(84);665-48-93;;(84);665-48-93;Wójt;Zbigniew;Naklicki;gmina@susiec.pl;www.susiec.pl;5
0618092;Tarnawatka;lubelskie;tomaszowski;GW;Urząd Gminy Tarnawatka;Tarnawatka;22-604;Tarnawatka;ul. Lubelska;39;(84);662-47-10;;(84);662-47-24;Wójt;Piotr;Pasieczny;gmina@tarnawatka.pl;www.tarnawatka.pl;5
0618102;Telatyn;lubelskie;tomaszowski;GW;Urząd Gminy Telatyn;Telatyn;22-652;Telatyn;ul. Fryderyka Chopina;10;(84);661-31-10;;(84);661-32-00;Wójt;Irena;Witkowska;sekretariat@telatyn.pl;www.telatyn.pl;5
0619022;Hanna;lubelskie;włodawski;GW;Urząd Gminy Hanna;Hanna;22-220;Hanna;Hanna;43b;(83);379-80-27;;(83);379-80-03;Wójt;Grażyna Stanisława;Kowalik;gmina@gminahanna.pl;www.gminahanna.pl;5
0619042;Stary Brus;lubelskie;włodawski;GW;Urząd Gminy Stary Brus;Stary Brus;22-244;Stary Brus;Stary Brus;47A;(82);571-01-26;20;(82);571-01-25;Wójt;Paweł;Kołtun;ug@starybrus.lublin.pl;www.ug-starybrus.internetdsl.pl;5
0619062;Włodawa;lubelskie;włodawski;GW;Urząd Gminy Włodawa;Włodawa;22-200;Włodawa;Al. Jana Pawła II;22;(82);572-12-34;;(82);572-12-34;Wójt;Tadeusz;Sawicki;kancelaria@gmina-wlodawa.pl;www.gmina-wlodawa.pl;5
1001083;Zelów;łódzkie;bełchatowski;GMW;Urząd Miejski w Zelowie;Zelów;97-425;Zelów;ul. Żeromskiego;23;(44);634-10-00;;(44);634-13-41;Burmistrz;Urszula ;Świerczyńska;umzelow@zelow.pl;www.zelow.pl;5
1002032;Dąbrowice;łódzkie;kutnowski;GW;Urząd Gminy Dąbrowice;Dąbrowice;99-352;Dąbrowice;ul. Nowy Rynek;17;(24);252-25-91;;(24);252-25-87;Wójt;Dorota;Dąbrowska;ugdabrowice@plo.pl;www.dabrowice.pl;5
1002043;Krośniewice;łódzkie;kutnowski;GMW;Urząd Miejski w Krośniewicach;Krośniewice;99-340;Krośniewice;ul. Poznańska;5;(24);252-30-24;;(24);254-77-82;Burmistrz;Julianna Barbara;Herman;sekretariat@krosniewice.pl;http://krosniewice.pl/;5
1002072;Łanięta;łódzkie;kutnowski;GW;Urząd Gminy Łanięta;Łanięta;99-306;Łanięta;Łanięta;16;(24);356-74-00;;(24);356-74-03;Wójt;Stanisław;Jędrzejczak;uglanieta@op.pl;www.uglanieta.bip.org.pl;5
1002082;Nowe Ostrowy;łódzkie;kutnowski;GW;Urząd Gminy Nowe Ostrowy;Nowe Ostrowy;99-350;Nowe Ostrowy;Nowe Ostrowy;80;(24);356-14-00;;(24);356-14-00;Wójt;Zdzisław;Kostrzewa;sekretariat@noweostrowy.pl;www.noweostrowy.pl;5
1002102;Strzelce;łódzkie;kutnowski;GW;Urząd Gminy Strzelce;Strzelce;99-307;Strzelce;ul. Leśna;1;(24);356-66-01;;(24);356-66-15;Wójt;Tadeusz;Kaczmarek;ugstrzelce@plocman.pl;www.strzelce.gmina.pl;5
1004022;Daszyna;łódzkie;łęczycki;GW;Urząd Gminy Daszyna;Daszyna;99-107;Daszyna;Daszyna;34A;(24);389-04-00;;(24);389-04-00;Wójt;Zbigniew Stanisław;Wojtera;urzadgminydaszyna@wp.pl;http://www.daszyna.bip.cc/;5
1004082;Witonia;łódzkie;łęczycki;GW;Urząd Gminy Witonia;Witonia;99-335;Witonia;ul. Stefana Starzyńskiego;6A;(24);356-47-10;;(24);356-47-10;Wójt;Mirosław;Włodarczyk;witonia@zgwrp.org.pl;www.witonia.bipst.pl;5
1007012;Białaczów;łódzkie;opoczyński;GW;Urząd Gminy Białaczów;Białaczów;26-307;Białaczów;ul. Piotrkowska;12;(44);758-14-14;;(44);758-14-60;Wójt;Jacek;Reszelewski;ugbialaczow@wp.pl;http://www.bialaczow.pl/portal.php;5
1007032;Mniszków;łódzkie;opoczyński;GW;Urząd Gminy Mniszków;Mniszków;26-341;Mniszków;ul. Powstańców Wielkopolskich;10;(44);756-15-22;;(44);756-15-23;Wójt;Paweł Waldemar;Werłos;mniszkow@mniszkow.pl;www.mniszkow.pl;5
1007052;Paradyż;łódzkie;opoczyński;GW;Urząd Gminy Paradyż;Paradyż;26-333;Paradyż;ul. Konecka;4;(44);758-40-28;;(44);758-40-24;Wójt;Wojciech Bogdan;Rudalski;ugp@go2.pl;www.gminaparadyz.com;5
1007062;Poświętne;łódzkie;opoczyński;GW;Urząd Gminy Poświętne;Poświętne;26-315;Poświętne;ul. Akacjowa;4;(44);756-40-34;;(44);756-40-24;Wójt;Michał Jan;Franas;poswietne@poswietne.pl;www.poswietne.pl;5
1007072;Sławno;łódzkie;opoczyński;GW;Urząd Gminy Sławno;Sławno;26-332;Sławno;Marszałka Józefa Piłsudskiego;31;(44);755-18-50;;(44);755-18-51;Wójt;Tadeusz;Wojciechowski;sekretariat@ugslawno.pl;www.ugslawno.pl;5
1010012;Aleksandrów;łódzkie;piotrkowski;GW;Urząd Gminy Aleksandrów;Aleksandrów;26-337;Aleksandrów;Aleksandrów;39B;(44);756-00-12;;(44);756-00-14;Wójt;Dionizy Adam;Głowacki;ug@aleksandrow.net.pl;www.gmina-aleksandrow.pl;5
1010052;Łęki Szlacheckie;łódzkie;piotrkowski;GW;Urząd Gminy Łęki Szlacheckie;Łęki Szlacheckie;97-352;Łęki Szlacheckie;Łęki Szlacheckie;13 D;(44);787-53-25;;(44);787-53-15;Wójt;Piotr;Łączny;sekretariat@lekiszlacheckie.pl;www.lekiszlacheckie.i-bip.pl;5
1010072;Ręczno;łódzkie;piotrkowski;GW;Urząd Gminy Ręczno;Ręczno;97-510;Ręczno;ul. Piotrkowska;5;(44);781-32-21;;(44);781-32-69;Wójt;Piotr;Łysoń;ug@reczno.pl;www.reczno.pl;5
1011022;Pęczniew;łódzkie;poddębicki;GW;Urząd Gminy Pęczniew;Pęczniew;99-235;Pęczniew;ul. Główna;10/12;(43);678-15-19;21;(43);678-15-19;Wójt;Marcin;Janiak;ug_peczniew@wp.pl;www.bip.e-peczniew.pl;5
1011043;Uniejów;łódzkie;poddębicki;GMW;Urząd Miasta w Uniejowie;Uniejów;99-210;Uniejów;ul. Bł. Bogumiła;13;(63);288-81-92;;(63);288-81-92;Burmistrz;Józef ;Kaczmarek;urzad@uniejow.pl;www.uniejow.pl;5
1012062;Kobiele Wielkie;łódzkie;radomszczański;GW;Urząd Gminy Kobiele Wielkie;Kobiele Wielkie;97-524;Kobiele Wielkie;ul. Reymonta;79;(44);681-44-12;;(44);681-05-06;Wójt;Henryk;Więckowski;ugkobiele@poczta.onet.pl;www.kobielewielkie.pl;5
1012072;Kodrąb;łódzkie;radomszczański;GW;Urząd Gminy Kodrąb;Kodrąb;97-512;Kodrąb;ul. 22 Lipca;7;(44);681-93-25;;(44);681-93-25;Wójt;Bożena;Krawczyk;ugkodrab@op.pl;www.kodrab.akcessnet.net;5
1012082;Lgota Wielka;łódzkie;radomszczański;GW;Urząd Gminy Lgota Wielka;Lgota Wielka;97-565;Lgota Wielka;ul. Radomszczańska;60;(44);680-13-81;;(44);680-17-77;Wójt;Jerzy;Kotlewski;lgota@i-bip.pl;www.lgota.i-bip.pl;5
1012092;Ładzice;łódzkie;radomszczański;GW;Urząd Gminy Ładzice;Ładzice;97-561;Ładzice;ul. Wyzwolenia ;36;(44);684-08-20;;(44);684-08-22;Wójt;Wioletta;Pichit;ladzice@ladzice.gminyrp.pl;www.ladzice.pl;5
1012113;Przedbórz;łódzkie; radomszczański;GMW;Urząd Miejski w Przedborzu;Przedbórz;97-570;Przedbórz;ul. Mostowa;29;(44);781-22-61;;(44);781-21-80;Burmistrz;Miłosz;Naczyński;umprzedborz@pro.onet.pl;www.umprzedborz.com.pl;5
1012132;Wielgomłyny;łódzkie;radomszczański;GW;Urząd Gminy Wielgomłyny;Wielgomłyny;97-525;Wielgomłyny;ul. Rynek;1;(44);787-10-87;;(44);787-10-82;Wójt;Bogdan Marek;Witaszczyk;urzad@wielgomlyny.pl;www.wielgomlyny.pl;5
1012142;Żytno;łódzkie;radomszczański;GW;Urząd Gminy Żytno;Żytno;97-532;Żytno;ul. Krótka;4;(34);327-70-01;;(34);326-90-10;Wójt;Mirosław;Ociepa;urzadgminy@zytno.pl;www.zytno.pl;5
1013052;Regnów;łódzkie;rawski;GW;Urząd Gminy Regnów;Regnów;96-232;Regnów;Regnów;95;(46);813-16-23;;(46);813-16-25;Wójt;Tomasz Zenon;Wojdalski;ugregnow@pro.onet.pl;www.ugregnow.pl;5
1014093;Warta;łódzkie;sieradzki;GMW;Urząd Gminy i Miasta w Warcie;Warta;98-290;Warta;Rynek im. St. Wł. Reymonta;1;(43);829-40-01;16;(43);829-40-06;Burmistrz;Jan Józef;Serafiński;gmina@gimwarta.pl;www.gimwarta.pl;5
1015082;Skierniewice;łódzkie;skierniewicki;GW;Urząd Gminy Skierniewice;Skierniewice;96-100;Skierniewice;ul. Reymonta;23;(46);833-46-15;;(46);833-32-40;Wójt;Dominik;Moskwa;gminaskierniewice@poczta.fm;www.gminaskierniewice.pl;5
1016032;Budziszewice;łódzkie;tomaszowski;GW;Urząd Gminy Budziszewice;Budziszewice;97-212;Budziszewice;ul. J. Ch. Paska;66;(44);710-24-36;23;(44);710-23-89;Wójt;Marian;Holak;ug@budziszewice.com.pl;www.budziszewice.net;5
1016042;Czerniewice;łódzkie;tomaszowski;GW;Urząd Gminy Czerniewice;Czerniewice;97-216;Czerniewice;ul. Mazowiecka;42;(44);710-45-00;;(44);710-40-10;Wójt;Andrzej;Bednarek;gmina@czerniewice.pl;www.czerniewice.pl;5
1016052;Inowłódz;łódzkie;tomaszowski;GW;Urząd Gminy Inowłódz;Inowłódz;97-215;Inowłódz;ul. Spalska;2;(44);710-12-33;;(44);710-12-33;Wójt;Bogdan;Kącki;gmina@inowlodz.pl;www.inowlodz.pl;5
1016082;Rzeczyca;łódzkie;tomaszowski;GW;Urząd Gminy Rzeczyca;Rzeczyca;97-220;Rzeczyca;ul. Tomaszowska;2;(44);710-51-11;;(44);710-52-20;Wójt;Marek;Kaźmierczyk;ug@rzeczyca.pl;www.rzeczyca.pl;5
1016112;Żelechlinek;łódzkie;tomaszowski;GW;Urząd Gminy Żelechlinek;Żelechlinek;97-226;Żelechlinek;ul. Plac Tysiąclecia;1;(44);712-27-12;;(44);712-27-70;Wójt;Bogdan;Kaczmarek;gmina@zelechlinek.pl;www.zelechlinek.pl;5
1017032;Konopnica;łódzkie;wieluński;GW;Urząd Gminy Konopnica;Konopnica;98-313;Konopnica;ul. Rynek;15;(43);842-44-19;;(43);842-44-90;Wójt;Grzegorz Mariusz;Turalczyk;ug_konopnica@post.pl;www.konopnica.finn.pl;5
1017052;Osjaków;łódzkie;wieluński;GW;Urząd Gminy Osjaków;Osjaków;98-320;Osjaków;ul. Targowa;26;(43);824-33-91;;(43);824-33-91;Wójt;Jarosław;Trojan;sekretariat@osjakow.bip.net.pl;www.osjakow.bip.net.pl;5
1019023;Szadek;łódzkie;zduńskowolski;GMW;Urząd Gminy i Miasta Szadek;Szadek;98-240;Szadek;ul. Warszawska;3;(43);821-50-04;;(43);821-57-73;Burmistrz;Artur;Ławniczak;urzad@ugimszadek.pl;www.szadek.net;5
1020062;Ozorków;łódzkie;zgierski;GW;Urząd Gminy Ozorków;Ozorków;95-035;Ozorków;ul. Pilota Stanisława Wigury ;14;(42);277-14-44;;(42);277-14-49;Wójt;Tomasz;Komorowski;gmina@ug-ozorkow.pl;www.ug-ozorkow.pl;5
1021042;Jeżów;łódzkie;brzeziński;GW;Urząd Gminy Jeżów;Jeżów;95-047;Jeżów;ul. Kwiatowa;1;(46);875-53-71;;(46);875-53-69;Wójt;Anna;Szeligowska;jezow@jezow.pl;www.jezow.pl;5
1402033;Glinojeck;mazowieckie;ciechanowski;GMW;Urząd Gminy Glinojeck;Glinojeck;06-450;Glinojeck;ul. Płocka;12;(23);674-00-17;;(23);674-28-18;Burmistrz;Waldemar;Godlewski;umig@glinojeck.pl;www.glinojeck.pl;5
1402052;Grudusk;mazowieckie;ciechanowski;GW;Urząd Gminy Grudusk;Grudusk;06-460;Grudusk;ul. Ciechanowska;54;(23);671-50-12;;(23);671-50-12;Wójt;Jacek;Oglęcki;gmina@grudusk.com;www.grudusk.com;5
1403143;Żelechów;mazowieckie;garwoliński;GMW;Urząd Miasta i Gminy Żelechów; Żelechów;08-430; Żelechów;ul. Piłsudskiego;47;(25);754-11-44;;(25);754-11-44;Burmistrz;Mirosława;Miszkurka;zelechow@interia.pl;www.zelechow.pl;5
1404032;Pacyna;mazowieckie;gostyniński;GW;Urząd Gminy Pacyna;Pacyna;09-541;Pacyna;ul. Wyzwolenia;7;(24);285-80-54;;(24);285-80-54;Wójt;Krzysztof;Woźniak;gmina@pacyna.mazowsze.pl;www.pacyna.mazowsze.pl;5
1404042;Sanniki;mazowieckie;gostyniński;GW;Urząd Gminy Sanniki;Sanniki;09-540;Sanniki;ul. Warszawska;169;(24);277-78-10;;(24);277-78-15;Wójt;Gabriel Paweł;Wieczorek;sanniki@zgwrp.org.pl;www.sanniki.pl;5
1407072;Sieciechów;mazowieckie;kozienicki;GW;Urząd Gminy Sieciechów;Sieciechów;26-922;Sieciechów;ul. Rynek;16;(48);621-60-08;kom. 602631785;(48);6216008 wew. 32;Wójt;Marian;Czerski;urzad@sieciechow.pl;www.sieciechow.pl;5
1409012;Chotcza;mazowieckie;lipski;GW;Urząd Gminy Chotcza-Józefów;Chotcza-Józefów;27-312;Chotcza;Chotcza-Józefów;60;(48);375-10-05;;(48);375-10-33;Wójt;Janusz;Witczak;ug@chotcza.pl;www.chotcza.pl;5
1411022;Czerwonka;mazowieckie;makowski;GW;Urząd Gminy Czerwonka;Czerwonka;06-232;Czerwonka;Czerwonka;38;(29);717-95-05;;(29);717-95-17;Wójt;Paweł;Kacprzykowski;urzadgminy@czerwonka.pl;www.czerwonka.pl;5
1411052;Młynarze;mazowieckie;makowski;GW;Urząd Gminy Młynarze;Młynarze;06-231;Młynarze;ul. Ostrołęcka;7;(29);768-00-62;;(29);768-00-62;Wójt;Wacław;Suski;ugmlynarze@post.pl;http://mlynarze.bipgminy.pl;5
1413022;Dzierzgowo;mazowieckie;mławski;GW;Urząd Gminy Dzierzgowo;Dzierzgowo;06-520;Dzierzgowo;ul. T. Kościuszki;1;(23);653-30-12;;(23);653-31-56;Wójt;Robert;Jeliński;gmina@dzierzgowo.pl;www.dzierzgowo.pl;5
1413042;Radzanów;mazowieckie;mławski;GW;Urząd Gminy Radzanów;Radzanów;06-540;Radzanów;Pl. Piłsudskiego;26;(23);679-80-35;;(23);6798033 wew. 31;Wójt;Andrzej ;Wójcik;ugradzanow@hot.pl;www.radzanow.com;5
1413062;Stupsk;mazowieckie;mławski;GW;Urząd Gminy Stupsk;Stupsk;06-561;Stupsk;ul. Sienkiewicza;10;(23);653-12-54;11;(23);653-10-16;Wójt;Jacek;Świderski;ugstupsk@poczta.onet.pl;www.stupsk.pl;5
1413072;Szreńsk;mazowieckie;mławski;GW;Urząd Gminy Szreńsk;Szreńsk;06-550;Szreńsk;ul. Plac Kanoniczny ;10;(23);653-40-38;15;(23);6534038 wew. 10;Wójt;Marek;Nitczyński;szrensk@szrensk.com.pl;www.szrensk.com.pl;5
1413092;Wieczfnia Kościelna;mazowieckie;mławski;GW;Urząd Gminy Wieczfnia Kościelna;Wieczfnia Kościelna;06-513;Wieczfnia Kościelna;Wieczfnia Kościelna;48;(23);654-00-04;;(23);654-00-50;Wójt;Jan;Warecki;sekretariat@wieczfniakoscielna.pl;www.bip.wieczfnia.akcessnet.net;5
1414063;Zakroczym;mazowieckie;nowodworski;GMW;Urząd Gminy Zakroczym;Zakroczym;05-170;Zakroczym;ul. Warszawska;7;(22);785-21-45;;(22);785-26-22;Burmistrz;Artur;Ciecierski;urzad@zakroczym.pl;www.zakroczym.pl;5
1416022;Andrzejewo;mazowieckie;ostrowski;GW;Urząd Gminy Andrzejewo;Andrzejewo;07-305;Andrzejewo;ul. Warszawska;36;(86);271-70-03;;(86);271-70-03;Wójt;Michał;Rutkowski;gmina@andrzejewo.pl;www.andrzejewo.pl;5
1416032;Boguty-Pianki;mazowieckie;ostrowski;GW;Urząd Gminy Boguty-Pianki;Boguty-Pianki;07-325;Boguty-Pianki;ul. Aleja Papieża Jana Pawła II;45;(86);277-50-03;;(86);277-50-03;Wójt;Józef ;Bogucki;ugbogut@wp.pl;www.gmina-boguty-pianki.pl;5
1416062;Nur;mazowieckie;ostrowski;GW;Urząd Gminy Nur;Nur;07-322;Nur;ul. Drochiczyńska;2;(86);277-99-00;;(86);277-99-00;Wójt;Jacek;Murawski;ugnur@fastmail.pl;www.gminanur.pl;5
1416082;Stary Lubotyń;mazowieckie;ostrowski;GW;Urząd Gminy Stary Lubotyń;Stary Lubotyń;07-303;Stary Lubotyń;Stary Lubotyń;42;(29);644-64-22;;(29);644-64-25;Wójt;Ireneusz;Gumkowski;gmina@lubotyn.pl;www.lubotyn.pl;5
1416092;Szulborze Wielkie;mazowieckie;ostrowski;GW;Urząd Gminy Szulborze Wielkie;Szulborze Wielkie;07-324;Szulborze Wielkie;ul. Romantyczna;2;(86);475-40-75;;(86);4754075 wew. 23;Wójt;Krzysztof Marian;Michalec;ugszulborze@hi.pl;www.ugszulborze.pl;5
1416102;Wąsewo;mazowieckie;ostrowski;GW;Urząd Gminy Wąsewo;Wąsewo;07-311;Wąsewo;ul. Zastawska;13;(29);645-80-00;;(29);645-80-01;Wójt;Rafał Józef;Kowalczyk;wasewo@pro.onet.pl;www.wasewo.pl;5
1416112;Zaręby Kościelne;mazowieckie;ostrowski;GW;Urząd Gminy Zaręby Kościelne;Zaręby Kościelne;07-323;Zaręby Kościelne;ul. Kowalska;14;(86);270-60-72;;(86);270-62-00;Wójt;Józef;Rostkowski;ugzar@post.pl;www.zareby-kosc.pl;5
1419042;Bulkowo;mazowieckie;płocki;GW;Urząd Gminy Bulkowo;Bulkowo;09-454;Bulkowo;ul. Szkolna;1;(24);265-20-13;;(24);265-23-50;Wójt;Gabriel;Graczyk;gmina@bulkowo.pl;www.bulkowo.pl;5
1419053;Drobin;mazowieckie;płocki;GMW;Urząd Miasta i Gminy w Drobinie;Drobin;09-210;Drobin;ul. Marszałka Piłsudskiego;12;(24);260-14-41;105;(24);260-10-62;Burmistrz;Andrzej;Samoraj;umgdrobin@plo.pl;www.drobin.pl;5
1419112;Słubice;mazowieckie;płocki;GW;Urząd Gminy Słubice;Słubice;09-533;Słubice;ul. Płocka;32;(24);277-80-56;;(24);277-82-10;Wójt;Krzysztof;Dylicki;ugslubice@bip.org.pl;http://www.slubice.org.pl/;5
1419153;Wyszogród;mazowieckie;płocki;GMW;Urząd Gminy i Miasta Wyszogród;Wyszogród;09-450;Wyszogród;ul. Rębowska;37;(24);267-26-00;;(24);267-26-01;Burmistrza;Jan;Boszko;ugim@wyszogrod.pl;www.wyszogrod.pl;5
1420021;Raciąż;mazowieckie;płoński;GM;Urząd Miejski w Raciążu;Raciąż;09-140;Raciąż;Pl. A. Mickiewicza;17;(23);679-11-63;40;(23);679-18-65;Burmistrz;Mariusz Jerzy;Godlewski;sekretariat@miastoraciaz.pl;www.miastoraciaz.pl;5
1420052;Dzierzążnia;mazowieckie;płoński;GW;Urząd Gminy Dzierzążnia;Dzierzążnia;09-164;Dzierzążnia;Dzierzążnia;28;(23);661-59-04;44;(23);661-59-04;Wójt;Stanisław;Pająk;sekretariat@dzierzaznia.pl ;www.dzierzaznia.pl;5
1422032;Czernice Borowe;mazowieckie;przasnyski;GW;Urząd Gminy Czernice Borowe;Czernice Borowe;06-415;Czernice Borowe;ul. Dolna;2;(23);674-60-66;;(23);674-60-66;Wójt;Wojciech Marek;Brzeziński;sekretariat@czerniceborowe.pl;www.czerniceborowe.pl;5
1422042;Jednorożec;mazowieckie;przasnyski;GW;Urząd Gminy Jednorożec;Jednorożec;06-323;Jednorożec;ul. Odrodzenia;14;(29);751-70-30;;(29);751-70-31;Wójt;Michał;Lorenc;gmina@jednorozec.pl;www.jednorozec.pl;5
